ip (hidden）,isHoneypot_new,IsCloud_old,ISP_conclusion,OS_conclusion,OS_old,OS_accuracy,os_Shodan,tags_Shodan,OpenPortNum,hopNum,s7NameOfThePLC,s7PlantIdentification,s7SerialNumberOfModule,s7time5After,s7ResponseTime,IpwhoisNetsDescription,domains_Shodan,hostnames_Shodan,isp_Shodan,org_Shodan,city,country,latitude,longitude,vulns_Shodan,identities
431,ICS,FALSE,unknown,ICS,Siemens Simatic TDC control system,94,,,1,26,SIMATIC ET200,Barritskovby VV,S C-F7F741402015,TRUE,0.436500013,3 Customer dynamic address pool,,,,,Frederiksberg,Denmark,55.6785,12.5221,,
432,other,FALSE,telecom,proprietary,"AXIS 205 Network Camera, Buffalo TeraStation NAS device, Linksys WAP54G WAP, or Sony SNC-RZ50N network camera",89,,"ics,vpn",0,30,Hydronit M2,Hydronit S2,S C-B6UX46202011,TRUE,0.465749979,"NGI Spa
xDSL Single Static IPs",eolo.it,78-134-6-118.static.eolo.it,EOLO S.p.A.,NGI Spa,Rivoli,Italy,45.0707,7.5146,,
433,ICS,FALSE,telecom,ICS,AVtech Room Alert 26W environmental monitor,87,,ics,2,28,SIMATIC 300,INDAL2014,S C-C9VB87462012,TRUE,0.422749996,"NGI Spa
EOLO static single address",eolo.it,81-174-2-46.static.eolo.it,EOLO S.p.A.,NGI Spa,Milan,Italy,45.4667,9.2,"CVE-2006-6578,CVE-2009-2521,CVE-2009-4445,CVE-2009-1535,CVE-2008-1446,CVE-2005-4360,CVE-2002-1717,CVE-2002-1718",
434,ICS,FALSE,telecom,unknown,,,,,0,27,Tomsani2_Grup2,MHC Tomsani2,S C-D7UV21672013,TRUE,0.699250042,"Orange Romania
Mobile Internet",,,,,,Romania,46,25,,
435,ICS,FALSE,telecom,unknown,,,,,0,24,SIMATIC 300(1),Datea,S C-M5EB69862020,TRUE,0.481750071,TDC Bredbaand Professionel users,,,,,Skive,Denmark,56.5638,9.0402,,
436,ICS,FALSE,telecom,unknown,,,,,0,30,SIMATIC 300(1),Datea,S C-M5EB69862020,TRUE,0.477500021,TDC Bredbaand Professionel users,,,,,Skive,Denmark,56.5638,9.0402,,
437,ICS,FALSE,telecom,unknown,,,,,0,30,SIMATIC 300(1),Datea,S C-M5EB69862020,TRUE,1.111999989,TDC Bredbaand Professionel users,,,,,Skive,Denmark,56.5638,9.0402,,
438,ICS,FALSE,telecom,unknown,,,,,1,25,Tomsani1_Grup2,MHC Tomsani1,S C-D7UV19382013,TRUE,0.991750002,"Orange Romania Network
51-53 Lascar Catargiu Blvd.
Bucharest, Sector 1, Romania",,,,,,Romania,46,25,,
439,ICS,FALSE,telecom,unknown,,,,"ics,self-signed",4,30,SIMATIC 300,COV Tovacov,S C-F9D289032015,TRUE,0.731999993,1:1 NAT to customers,mitranet.cz,93-93-36-123.cust.mitranet.cz,Nordic Telecom Regional s.r.o.,Nordic Telecom Regional s.r.o.,Lipnik nad Becvou,Czechia,49.5167,17.6167,,
440,ICS,FALSE,telecom,unknown,,,,,0,30,SIMATIC 300(1),Datea,S C-M5EB69862020,TRUE,0.659499943,TDC Bredbaand Professionel users,,,,,Skive,Denmark,56.5638,9.0402,,
441,ICS,FALSE,telecom,unknown,,,,"ics,self-signed",0,18,Simatic PC,Rampinelli,4.11E+017,TRUE,0.90775001,Tubaron Telecom,tubaron.net.br,177-86-107-90.tubaron.net.br,Tubaron Telecom,Tubaron Telecom,Porto Alegre,Brazil,-30.0333,-51.2,,
442,ICS,FALSE,telecom,unknown,,,,ics,0,29,SIMATIC 300-Station,WKA,S C-B5W585842011,TRUE,0.413499951,Vodafone US Inc.,vodafonedsl.it,net-47-53-49-35.cust.vodafonedsl.it,Vodafone Italia S.p.A.,Vodafone US Inc.,Lucca,Italy,43.8437,10.5045,,
443,ICS,FALSE,telecom,unknown,,,,ics,0,24,Impianto_inerti,Impianto inerti Sipeg,S C-L5EK79202019,TRUE,0.432000041,Mediaveneto srl,as49289.com,host-78.as49289.com,Media Veneto,Mediaveneto srl,Gallio,Italy,45.8851,11.5342,,
444,ICS,FALSE,telecom,unknown,,,,,1,22,Tomsani3_Grup2,MHC Tomsani3,S C-D7UV19392013,TRUE,0.662750006,"Orange Romania
Mobile Internet",,,,,Branesti,Romania,44.45,26.3333,,
445,honeypot,FALSE,cloud,Linux,Linux 2.6.32 or 3.10,96,Ubuntu,,0,23,Party-drome,Stockholm Beer Factory,63426409,FALSE,0.405499995,,ip-193-70-90.eu,237.ip-193-70-90.eu,OVH SAS,OVH SAS,,France,48.8582,2.3387,,
446,other,FALSE,unknown,proprietary,DrayTek Vigor 2930n wireless router,87,,,2,21,CPU314SC,,60711,TRUE,0.465000033,"Therme Amade BetriebsfuehrungsgmbH
Altenmarkt im Pongau / Salzburg",,,,,,Austria,48.2,16.3667,,
447,ICS,FALSE,telecom,Linux,Linux 2.6.35,91,,,1,27,S7300/ET200M station_2,,100194,TRUE,0.61650002,TURKCELL INTERNET,,,TURKCELL ILETISIM HIZMETLERI A.S.,TURKCELL INTERNET,,Turkey,41.0214,28.9948,,
448,ICS,FALSE,telecom,Linux,Linux 3.6,88,,,0,18,PC35xV,,7492,TRUE,,"Deutsche Telekom AG
T-DSL Business static dial-up",,,,,Babenhausen,Germany,49.9652,8.9513,,
449,ICS,FALSE,telecom,Windows,"Microsoft Windows Vista SP0 or SP1, Windows Server 2008 SP1, or Windows 7",98,,,2,18,S71500/ET200MP station_1,,S C-KDS087542018,TRUE,0.12924999,"CHINANET jiangsu province network
China Telecom
A12,Xin-Jie-Kou-Wai Street
Beijing 100088",,,CHINANET-BACKBONE,CHINANET jiangsu province network,,China,32.0617,118.7778,"CVE-2019-1559,CVE-2018-10549,CVE-2018-10548,CVE-2022-31628,CVE-2022-31629,CVE-2018-10545,CVE-2016-10158,CVE-2018-10547,CVE-2018-10546,CVE-2017-7272,CVE-2016-7478,CVE-2016-10159,CVE-2018-5407,CVE-2017-11628,CVE-2020-1971,CVE-2017-12933,CVE-2018-19396,CVE-2019-1563,CVE-2016-9138,CVE-2018-19520,CVE-2016-10397,CVE-2017-11143,CVE-2017-11142,CVE-2017-11145,CVE-2017-11144,CVE-2018-19935,CVE-2017-3735,CVE-2016-10161,CVE-2022-1292,CVE-2017-3738,CVE-2017-9228,CVE-2022-4304,CVE-2018-17082,CVE-2022-2068,CVE-2019-9639,CVE-2019-9638,CVE-2023-0464,CVE-2023-0465,CVE-2023-0466,CVE-2019-9021,CVE-2015-9253,CVE-2017-9226,CVE-2015-8994,CVE-2017-9224,CVE-2018-0737,CVE-2018-0734,CVE-2018-14883,CVE-2018-0732,CVE-2016-9934,CVE-2017-9229,CVE-2021-23840,CVE-2018-20783,CVE-2022-0778,CVE-2018-19395,CVE-2023-0286,CVE-2018-0739,CVE-2017-3731,CVE-2020-1968,CVE-2019-9020,CVE-2019-1551,CVE-2016-7055,CVE-2017-3736,CVE-2016-1283,CVE-2017-3737,CVE-2019-1552,CVE-2021-23841,CVE-2018-14851,CVE-2021-4160,CVE-2017-7890,CVE-2019-9637,CVE-2016-9935,CVE-2017-7963,CVE-2018-19518,CVE-2017-9227,CVE-2019-9023,CVE-2023-0215,CVE-2019-9641,CVE-2017-16642,CVE-2019-9024,CVE-2019-1547,CVE-2021-3712,CVE-2018-15132,CVE-2018-7584",
450,unknown,FALSE,telecom,Windows,Microsoft Windows Server 2008 R2 SP1,96,,,0,24,Heizhaus,,10849,TRUE,,Deutsche Telekom AG,,,,,Rothenburg upon Tauber,Germany,49.3789,10.1871,,
451,ICS,FALSE,telecom,Linux,Linux 3.6,88,,,0,24,PC35xV,,7528,TRUE,0.423500001,"Deutsche Telekom AG
T-DSL Business static dial-up",,,,,Illingen,Germany,48.9562,8.9246,,
452,ICS,FALSE,telecom,Linux,Linux 3.6,88,,,0,18,PC35xV,,7129,TRUE,0.423000038,"Deutsche Telekom AG
IP-Business static dial-up",,,,,,Germany,51.2993,9.491,,
453,ICS,FALSE,telecom,Linux,Linux 3.6,88,,,0,25,PC35xV,,5676,TRUE,0.628000021,"Deutsche Telekom AG
IP-Business static dial-up",,,,,,Germany,51.2993,9.491,,
454,other,FALSE,telecom,proprietary,OpenWrt Designated Driver (Linux 4.4),94,,,0,30,SIMATIC 314,,10203,TRUE,0.462249994,Bite Lietuva,,,,,Vilnius,Republic of Lithuania,54.6833,25.3167,,
455,ICS,FALSE,telecom,Linux,Linux 3.6,89,,,0,14,PC35xV,,6399,TRUE,0.457750022,"Deutsche Telekom AG
T-DSL Business static dial-up",,,,,,Germany,51.2993,9.491,,
456,ICS,FALSE,telecom,Linux,Linux 3.6,88,,,0,23,PC35xV,,5990,TRUE,0.44174999,"Deutsche Telekom AG
T-DSL Business static dial-up",,,,,Bad Camberg,Germany,50.297,8.269,,
457,ICS,FALSE,telecom,Linux,Linux 3.6,89,,,0,21,PC35xV,,8089,TRUE,0.450999975,"Deutsche Telekom AG
IP-Business static dial-up",,,,,,Germany,51.2993,9.491,,
458,other,FALSE,telecom,proprietary,Grandstream GXV3275 video phone,90,,,0,24,PC35xV,,6823,TRUE,0.427250028,"Deutsche Telekom AG
T-DSL Business static dial-up",,,,,Blankenburg,Germany,51.7902,10.9551,,
459,ICS,FALSE,telecom,Linux,Linux 3.2 - 3.8,86,,self-signed,1,23,PC35xV,,5043,TRUE,0.440250039,"Deutsche Telekom AG
T-DSL Business static dial-up",t-ipconnect.de,p509765a8.dip0.t-ipconnect.de,Deutsche Telekom AG,Deutsche Telekom AG,,Germany,51.2993,9.491,"CVE-2016-20012,CVE-2021-28041,CVE-2021-41617,CVE-2020-14145,CVE-2021-36368",
460,ICS,FALSE,telecom,Linux,Linux 3.6,89,,,0,24,PC35xV,,8086,TRUE,0.463750005,"Deutsche Telekom AG
T-DSL Business static dial-up",,,,,Versmold,Germany,52.0401,8.1527,,
461,ICS,FALSE,unknown,Linux,Linux 2.6.32,95,,self-signed,1,28,SIMATIC 300,,15717,TRUE,0.4830001,Minet s.r.o.,,,Minet s.r.o.,Minet s.r.o.,Oreske,Slovakia,48.8596,21.9046,,
462,ICS,FALSE,telecom,Linux,Linux 3.6,88,,,0,19,PC35xV,,5988,TRUE,0.411999941,"Deutsche Telekom AG
T-DSL Business static dial-up",,,,,Barsbuettel,Germany,53.5667,10.1667,,
463,ICS,FALSE,telecom,Linux,Linux 3.6,88,,,0,19,PC35xV,,5988,TRUE,0.411999941,"Deutsche Telekom AG
T-DSL Business static dial-up",,,,,Barsbuettel,Germany,53.5667,10.1667,,
464,ICS,FALSE,telecom,Linux,Linux 3.6,89,,,0,25,PC35xV,,5988,TRUE,0.427250028,"Deutsche Telekom AG
T-DSL Business static dial-up",,,,,Barsbuettel,Germany,53.5667,10.1667,,
465,ICS,FALSE,telecom,Linux,Linux 3.6,89,,,0,25,PC35xV,,5988,TRUE,0.427250028,"Deutsche Telekom AG
T-DSL Business static dial-up",,,,,Barsbuettel,Germany,53.5667,10.1667,,
466,ICS,FALSE,telecom,ICS,Mitsubishi Q06UDEH CPU PLC module,87,,,1,25,SIMATIC 300(1),,2329,TRUE,0.715749979,WifiCommunication,,,Retelit Digital Services S.p.A.,WifiCommunication,Fivizzano,Italy,44.2378,10.1265,,
467,ICS,FALSE,telecom,Linux,Linux 3.6,88,,,0,23,PC35xV,,5986,TRUE,0.440500021,"Deutsche Telekom AG
T-DSL Business static dial-up",,,,,Krailling,Germany,48.1,11.4,,
468,ICS,FALSE,telecom,Linux,Linux 3.6,89,,,0,22,PC35xV,,5675,TRUE,0.422749996,"M-net Telekommunikations GmbH
customers, static IP addresses",m-online.net,host-62-245-232-58.customer.m-online.net,M-net Telekommunikations GmbH,M-net Telekommunikations GmbH,Ulm,Germany,48.4391,9.9823,,
469,ICS,FALSE,telecom,Linux,Linux 4.4,93,,,0,22,SIMATIC 300(1),,S C-C2UR28922012,TRUE,0.074499965,"CHINANET Chongqing Province Network
Data Communication Division
China Telecom",,,,,,China,29.5628,106.5528,,
470,ICS,FALSE,telecom,Linux,Linux 3.6,90,,,0,24,PC35xV,,6819,TRUE,0.429250002,"Deutsche Telekom AG
T-DSL Business static dial-up",,,,,Halle,Germany,51.5,12,,
471,ICS,FALSE,telecom,Linux,Linux 3.6,90,,,0,24,PC35xV,,6819,TRUE,0.429250002,"Deutsche Telekom AG
T-DSL Business static dial-up",,,,,Halle,Germany,51.5,12,,
472,ICS,FALSE,telecom,Linux,Linux 2.6.9 - 2.6.27,100,,,1,18,Vipa-Speed7-315SB,,50412,TRUE,0.43900001,Telekom Slovenije d.d.,,,,,,Slovenia,46,15,,
473,ICS,FALSE,telecom,Linux,Linux 3.2 - 3.8,100,,,0,21,S7300/ET200M station_1,,27740,TRUE,,TELESISTEMAS MURCIA SL,,,,,Pliego,Spain,37.9895,-1.5044,,
474,ICS,FALSE,telecom,Linux,Linux 3.6,87,,,0,20,PC35xV,,7489,TRUE,0.416000009,"Deutsche Telekom AG
T-DSL Business static dial-up",,,,,Berlin,Germany,52.5463,13.235,,
475,ICS,FALSE,telecom,Linux,Linux 3.6,88,,,0,23,PC35xV,,5417,TRUE,0.761749923,"Deutsche Telekom AG
T-DSL Business static dial-up",,,,,Berlin,Germany,52.517,13.3872,,
476,ICS,FALSE,telecom,Linux,Linux 2.6.32,91,,,3,26,VIPA_CPU_Station,,59696,TRUE,0.524499953,mdex GmbH Network Public IP Range,,,,,,Germany,51.2993,9.491,,
477,ICS,FALSE,telecom,Linux,Linux 3.2 - 3.16,86,,,0,25,Heizhaus,,33064,TRUE,0.745000005,Unitymedia BW GmbH,,,,,Freudenstadt,Germany,48.467,8.4137,,
478,ICS,FALSE,telecom,Linux,Linux 3.2 - 3.8,85,,self-signed,1,23,PC35xV,,3670,TRUE,0.414000094,"Deutsche Telekom AG
T-DSL Business static dial-up",t-ipconnect.de,p578c5a95.dip0.t-ipconnect.de,Deutsche Telekom AG,Deutsche Telekom AG,Limburg an der Lahn,Germany,50.3833,8.05,"CVE-2016-20012,CVE-2021-28041,CVE-2021-41617,CVE-2020-14145,CVE-2021-36368",
479,ICS,FALSE,telecom,Linux,Linux 3.2 - 3.8,85,,self-signed,1,23,PC35xV,,7398,TRUE,0.65775001,"Deutsche Telekom AG
T-DSL Business static dial-up",t-ipconnect.de,p578c0b88.dip0.t-ipconnect.de,Deutsche Telekom AG,Deutsche Telekom AG,Lennestadt,Germany,51.1172,8.0671,"CVE-2016-20012,CVE-2021-36368,CVE-2021-28041,CVE-2020-14145,CVE-2021-41617,CVE-2023-28531",
480,ICS,FALSE,telecom,Linux,Linux 3.6,88,,,0,21,PC35xV,,6824,TRUE,0.393249929,"Deutsche Telekom AG
T-DSL Business static dial-up",,,,,Wernau,Germany,48.6931,9.4153,,
481,ICS,FALSE,telecom,Linux,Linux 3.6,87,,,0,25,PC35xV,,7621,TRUE,0.417750001,"Deutsche Telekom AG
T-DSL Business static dial-up",,,,,Goerisried,Germany,47.7067,10.5101,,
482,ICS,FALSE,telecom,Linux,Linux 3.6,88,,self-signed,1,20,S7300/ET200M station_1,,12650,TRUE,0.435750008,"Telekom Slovenije d.d.
Cigaletova 15
1000 Ljubljana",siol.net,BSN-142-195-137.static.siol.net,"Telekom Slovenije, d.d.",Telekom Slovenije d.d.,,Slovenia,46,15,,
483,ICS,FALSE,telecom,Linux,Linux 3.6,88,,,0,24,PC35xV,,7128,TRUE,0.469250023,"Deutsche Telekom AG
IP-Business static dial-up",,,,,,Germany,51.2993,9.491,,
484,ICS,FALSE,telecom,Linux,Linux 3.6,88,,,0,25,PC35xV,,7488,TRUE,0.479249954,"Deutsche Telekom AG
T-DSL Business static dial-up",,,,,Schramberg,Germany,48.224,8.3858,,
485,ICS,FALSE,telecom,Linux,Linux 3.6,88,,,0,24,PC35xV,,3856,TRUE,0.486250043,"Deutsche Telekom AG
T-DSL Business static dial-up",,,,,Gebsattel,Germany,49.35,10.2,,
486,other,FALSE,telecom,proprietary,Grandstream GXV3275 video phone,86,,vpn,0,21,Heizhaus,,3477,TRUE,0.394500017,Deutsche Telekom AG,t-ipconnect.de,p54af2786.dip0.t-ipconnect.de,Deutsche Telekom AG,Deutsche Telekom AG,Vagen,Germany,47.8728,11.8831,,
487,ICS,FALSE,telecom,Linux,Linux 3.11 - 4.1,88,,vpn,2,24,S7300/ET200M station_1,,103272,TRUE,0.488000035,"NGI Spa
Wireless and xDSL static IP address",eolo.it,84-33-95-80.static.eolo.it,EOLO S.p.A.,NGI Spa,,Italy,43.1479,12.1097,,
488,ICS,FALSE,telecom,Linux,Linux 3.6,88,,,0,24,PC35xV,,2355,TRUE,0.433749974,"Deutsche Telekom AG
T-DSL Business static dial-up",,,,,Leer,Germany,53.2348,7.4752,,
489,ICS,FALSE,telecom,Linux,Linux 3.6,88,,,0,23,PC35xV,,6820,TRUE,0.438250005,"Deutsche Telekom AG
IP-Business static dial-up",,,,,,Germany,51.2993,9.491,,
490,ICS,FALSE,telecom,Linux,Linux 3.6,89,,,0,22,PC35xV,,5219,TRUE,0.467000008,"Deutsche Telekom AG
T-DSL Business static dial-up",,,,,Schweinfurt,Germany,50.0442,10.2267,,
491,ICS,FALSE,telecom,Linux,Linux 2.6.32,91,,,1,26,S7300/ET200M station_2,,100116,TRUE,0.519750059,TURKCELL INTERNET,,,TURKCELL ILETISIM HIZMETLERI A.S.,TURKCELL INTERNET,,Turkey,41.0214,28.9948,,
492,other,FALSE,telecom,proprietary,Check Point ZoneAlarm Z100G firewall,91,,,1,27,S7300/ET200M station_2,,100169,TRUE,0.60374999,TURKCELL INTERNET,,,,,,Turkey,41.0214,28.9948,,
493,other,FALSE,telecom,proprietary,Grandstream GXV3275 video phone,89,,,0,24,PC35xV,,7490,TRUE,0.423500001,"Deutsche Telekom AG
T-DSL Business static dial-up",,,,,,Germany,51.2993,9.491,,
494,ICS,FALSE,telecom,Linux,Linux 2.6.39,90,,,0,23,PC35xV,,7625,TRUE,0.435750008,"Deutsche Telekom AG
T-DSL Business static dial-up",,,,,Kunzell,Germany,50.5442,9.7179,,
495,ICS,FALSE,telecom,Linux,Linux 3.6,90,,,0,24,PC35xV,,5210,TRUE,0.375499964,"Deutsche Telekom AG
T-DSL Business static dial-up",,,,,,Germany,51.2993,9.491,,
496,ICS,FALSE,telecom,Linux,Linux 2.6.38,87,,,0,25,PC35xV,,8088,TRUE,0.411750019,"Deutsche Telekom AG
T-DSL Business static dial-up",,,,,Raisting,Germany,47.9167,11.1,,
497,ICS,FALSE,telecom,Linux,Linux 3.2 - 3.8,90,,,0,20,PC35xV,,5987,TRUE,0.403999984,"Deutsche Telekom AG
T-DSL Business static dial-up",,,,,Wendeburg,Germany,52.3296,10.3926,,
498,ICS,FALSE,telecom,Linux,Linux 3.2 - 4.9,93,,vpn,1,26,S7300/ET200M station_1,,101212,TRUE,0.437250078,"JELGAVAS TIPOGR?FIJA, SIA
Riga",jt.lv,langervalde.jt.lv,SIA Tet,"JELGAVAS TIPOGR?FIJA, SIA",Riga,Latvia,56.95,24.1,,
499,ICS,FALSE,telecom,Linux,Linux 3.6,88,,,0,23,PC35xV,,7703,TRUE,0.446750045,"Deutsche Telekom AG
T-DSL Business static dial-up",,,,,Nuremberg,Germany,49.4541,11.0768,,
500,ICS,FALSE,telecom,Linux,Linux 3.2 - 3.8,97,,,0,22,SIMATIC 300(1),,1116,TRUE,0.393000066,"ZIFER IT SRL
Simion Barnutiu Nr 75
Sighetu Marmatiei
Marmamures Romania 435500",zifer.ro,86-105-233-104.zifer.ro,RCS & RDS SA,ZIFER IT SRL,,Romania,46,25,,
501,honeypot,FALSE,VPS,Linux,Linux 3.11 - 4.1,100,,,4,16,SNAP7-SERVER,,S C-C2UR28922012,TRUE,0.386250019,TransIP BV,artworkx.nl,mail.artworkx.nl,Signet B.V.,TransIP BV,,Netherlands,52.3824,4.8995,"CVE-2022-28614,CVE-2020-1934,CVE-2021-34798,CVE-2022-29404,CVE-2022-22721,CVE-2022-22720,CVE-2022-28330,CVE-2020-11993,CVE-2021-44224,CVE-2021-33193,CVE-2006-20001,CVE-2019-17567,CVE-2022-31813,CVE-2022-37436,CVE-2021-40438,CVE-2021-36160,CVE-2022-23943,CVE-2020-1927,CVE-2022-22719,CVE-2022-36760,CVE-2023-25690,CVE-2020-9490,CVE-2020-11984,CVE-2021-44790,CVE-2021-26690,CVE-2021-26691,CVE-2022-26377,CVE-2022-30556,CVE-2020-13938,CVE-2020-13950,CVE-2021-39275,CVE-2022-28615,CVE-2020-35452,CVE-2023-27522",
502,ICS,FALSE,telecom,Linux,Linux 3.6,88,,,0,26,PC35xV,,5220,TRUE,0.434249997,"Deutsche Telekom AG
T-DSL Business static dial-up",,,,,Munich,Germany,48.15,11.5833,,
503,ICS,FALSE,telecom,Linux,Linux 3.6,89,,,0,23,PC35xV,,6550,TRUE,0.411750019,"Deutsche Telekom AG
T-DSL Business static dial-up",,,,,Feuchtwangen,Germany,49.1629,10.3385,,
504,ICS,FALSE,telecom,Linux,Linux 3.6,89,,,0,27,PC35xV,,5701,TRUE,0.472249985,"Deutsche Telekom AG
T-DSL Business static dial-up",,,,,Marktoberdorf,Germany,47.7796,10.6171,,
505,ICS,FALSE,telecom,Linux,Linux 3.2 - 3.8,85,,self-signed,1,23,PC35xV,,5042,TRUE,0.419000089,"Deutsche Telekom AG
T-DSL Business static dial-up",t-ipconnect.de,p578c6750.dip0.t-ipconnect.de,Deutsche Telekom AG,Deutsche Telekom AG,Weidenberg,Germany,49.9416,11.7221,,
506,ICS,FALSE,industry,proprietary,Cisco EPC3925 cable modem,91,,,1,25,SIMATIC 300,,28441,TRUE,0.411499977,"SEDO, spol. s r.o. SENEC
Dialnicna cesta 4564/21, Senec 903 01",,,,,,Slovakia,48.6667,19.5,,
507,ICS,FALSE,telecom,Linux,Linux 3.6,89,,,0,23,PC35xV,,4134,TRUE,0.419250011,"Deutsche Telekom AG
T-DSL Business static dial-up",,,,,Maxhutte-Haidhof,Germany,49.1996,12.0923,,
508,ICS,FALSE,telecom,Linux,Linux 2.6.32,90,,"vpn,self-signed",1,30,S7300/ET200M station_1,,32106,TRUE,0.455250025,ADSL-Acibadem-Static Pool,ttnet.com.tr,81.213.147.186.dynamic.ttnet.com.tr,Turk Telekomunikasyon Anonim Sirketi,Turk Telekomunikasyon Anonim Sirketi,Bursa,Turkey,40.1621,29.0659,CVE-2022-32548,
509,other,FALSE,telecom,proprietary,WatchGuard Fireware 11.8,92,Unix,self-signed,5,28,S7-300 station_1,,14287,TRUE,0.439999998,METIS Srl - PPPoE Customers,retemetis.net,host200-171-015-185.retemetis.net,METIS S.R.L.,METIS S.R.L.,Picerno,Italy,40.6397,15.6423,,
510,ICS,FALSE,telecom,Linux,Linux 3.2 - 3.8,86,,,0,22,PC35xV,,6402,TRUE,0.409250021,"Deutsche Telekom AG
T-DSL Business static dial-up",,,,,,Germany,51.2993,9.491,,
511,ICS,FALSE,telecom,Linux,Linux 3.2 - 3.8,86,,,0,22,PC35xV,,6402,TRUE,0.409250021,"Deutsche Telekom AG
T-DSL Business static dial-up",,,,,,Germany,51.2993,9.491,,
512,ICS,FALSE,telecom,Linux,Linux 2.6.32,91,,,2,22,SIMATIC 300(1),,24204,TRUE,0.667250037,Fiber Telecom S.p.A.,,,,,Marsala,Italy,37.7992,12.4367,,
513,ICS,FALSE,telecom,proprietary,Cisco EPC3925 cable modem,94,,,1,30,SIMATIC 300,,18966,TRUE,0.45875001,"ISP network
HMZ Radiokomunikacie s.r.o.",hmz.sk,158-255-25-199.hmz.sk,Orange Slovensko a.s.,ISP network BLUENET,Žilina,Slovakia,49.1992,18.8215,,
514,ICS,FALSE,telecom,proprietary,Cisco EPC3925 cable modem,94,,,1,30,SIMATIC 300,,18966,TRUE,0.45875001,"ISP network
HMZ Radiokomunikacie s.r.o.",hmz.sk,158-255-25-199.hmz.sk,Orange Slovensko a.s.,ISP network BLUENET,Žilina,Slovakia,49.1992,18.8215,,
515,ICS,FALSE,telecom,Linux,Linux 3.6,88,,,0,26,PC35xV,,5698,TRUE,0.652750075,"Deutsche Telekom AG
T-DSL Business static dial-up",,,,,Damnatz,Germany,53.1365,11.1769,,
516,ICS,FALSE,telecom,Linux,Linux 3.6,88,,,0,26,PC35xV,,5698,TRUE,0.652750075,"Deutsche Telekom AG
T-DSL Business static dial-up",,,,,Damnatz,Germany,53.1365,11.1769,,
517,other,FALSE,telecom,proprietary,Grandstream GXV3275 video phone,90,,,0,20,PC35xV,,5698,TRUE,0.41049999,"Deutsche Telekom AG
T-DSL Business static dial-up",,,,,Damnatz,Germany,53.1365,11.1769,,
518,other,FALSE,telecom,proprietary,Grandstream GXV3275 video phone,90,,,0,20,PC35xV,,5698,TRUE,0.41049999,"Deutsche Telekom AG
T-DSL Business static dial-up",,,,,Damnatz,Germany,53.1365,11.1769,,
519,other,FALSE,telecom,proprietary,Excito B3 file server (Linux 2.6.39),85,,,1,19,Heizhaus,,18472,TRUE,0.73149997,Dynamic IP range for NetCom BW private customers,,,NetCom BW GmbH,NetCom BW GmbH,Bernstadt,Germany,48.4996,10.0258,,
520,other,FALSE,telecom,proprietary,Grandstream GXV3275 video phone,91,,,0,21,SIMATIC 300,,24340,TRUE,0.430999875,DTnet,dtnet.sk,host-33.185-122-53.dtnet.sk,DTnet Detva s.r.o.,DTnet Detva s.r.o.,Lučenec,Slovakia,48.3595,19.7628,,
521,other,FALSE,telecom,proprietary,Grandstream GXV3275 video phone,89,,,0,23,PC35xV,,7396,TRUE,0.387000024,"Deutsche Telekom AG
T-DSL Business static dial-up",,,,,Greding,Germany,49.047,11.357,,
522,ICS,FALSE,telecom,Linux,Linux 3.6,86,,,0,23,PC35xV,,8616,TRUE,0.731750011,"Deutsche Telekom AG
T-DSL Business static dial-up",,,,,Grossbeeren,Germany,52.3586,13.3099,,
523,ICS,FALSE,telecom,Linux,Linux 3.6,88,,,0,21,PC35xV,,7486,TRUE,0.442999959,"Deutsche Telekom AG
T-DSL Business static dial-up",,,,,Hemsbach,Germany,49.5907,8.6478,,
524,ICS,FALSE,telecom,Linux,Linux 3.6,90,,,0,20,PC35xV,,5421,TRUE,0.434249938,"Deutsche Telekom AG
T-DSL Business static dial-up",,,,,Hueckeswagen,Germany,51.1498,7.3447,,
525,ICS,FALSE,telecom,Linux,Linux 3.6,90,,,0,26,PC35xV,,7529,TRUE,0.381749988,"Deutsche Telekom AG
T-DSL Business static dial-up",,,,,Esslingen am Neckar,Germany,48.75,9.3,,
526,other,FALSE,telecom,proprietary,Grandstream GXV3275 video phone,89,,,0,21,PC35xV,,5420,TRUE,0.458000004,"Deutsche Telekom AG
T-DSL Business static dial-up",,,,,Bremen,Germany,53.0854,8.7463,,
527,other,FALSE,telecom,proprietary,Grandstream GXV3275 video phone,91,,,0,24,PC35xV,,3309,TRUE,,"Deutsche Telekom AG
T-DSL Business static dial-up",,,,,,Germany,51.2993,9.491,,
528,ICS,FALSE,telecom,Linux,Linux 3.6,89,,,0,29,PC35xV,,5700,TRUE,0.631749988,"Deutsche Telekom AG
T-DSL Business static dial-up",,,,,,Germany,51.2993,9.491,,
529,ICS,FALSE,telecom,Linux,Linux 2.6.32 - 3.0,88,,,0,29,Heizhaus,,31926,TRUE,0.422500014,Unitymedia Static B2B Customer Pool,vodafone-ip.de,ip-037-024-240-249.um08.pools.vodafone-ip.de,Vodafone GmbH,,Bottrop,Germany,51.5232,6.9253,,
530,ICS,FALSE,telecom,Linux,Linux 3.2 - 3.8,90,,,0,29,Heizhaus,,20247,TRUE,0.479249954,Deutsche Telekom AG,,,,,Siersburg,Germany,49.3756,6.6844,,
